GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0022400799,145,4,0,1,7:34 PM,1:29,,,Porter Jr. REBOUND (Off:1 Def:0),,,5,1629645,Kevin Porter Jr.,1610612749.0,Milwaukee,Bucks,MIL,0,0,,,,,,0,0,,,,,,1
0022400799,146,2,1,1,7:35 PM,1:17,,,MISS Trent Jr. 27' 3PT Jump Shot,,,5,1629018,Gary Trent Jr.,1610612749.0,Milwaukee,Bucks,MIL,0,0,,,,,,0,0,,,,,,1
0022400799,147,4,0,1,7:35 PM,1:15,WIZARDS Rebound,,,,,2,1610612764,,,,,,0,0,,,,,,0,0,,,,,,0
0022400799,149,1,79,1,7:35 PM,0:57,Carrington 11' Pullup Jump Shot (4 PTS) (Holmes 3 AST),,,17 - 32,15,4,1642267,Bub Carrington,1610612764.0,Washington,Wizards,WAS,4,1626158,Richaun Holmes,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,1
0022400799,150,1,57,1,7:36 PM,0:33,,,Connaughton 9' Driving Hook Shot (2 PTS),19 - 32,13,5,1626192,Pat Connaughton,1610612749.0,Milwaukee,Bucks,MIL,0,0,,,,,,0,0,,,,,,1
0022400799,151,2,1,1,7:36 PM,0:28,MISS Kispert 24' 3PT Jump Shot,,,,,4,1630557,Corey Kispert,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
0022400799,152,4,0,1,7:36 PM,0:25,,,Sims REBOUND (Off:0 Def:2),,,5,1630579,Jericho Sims,1610612749.0,Milwaukee,Bucks,MIL,0,0,,,,,,0,0,,,,,,1
0022400799,153,6,1,1,7:36 PM,0:09,George P.FOUL (P1.T2) (S.Foster),,,,,4,1642273,Kyshawn George,1610612764.0,Washington,Wizards,WAS,5,1629645,Kevin Porter Jr.,1610612749.0,Milwaukee,Bucks,MIL,1,0,,,,,,1
0022400799,155,8,0,1,7:36 PM,0:09,SUB: Coulibaly FOR Kispert,,,,,4,1630557,Corey Kispert,1610612764.0,Washington,Wizards,WAS,4,1641731,Bilal Coulibaly,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0
0022400799,156,8,0,1,7:36 PM,0:09,,,SUB: Kuzma FOR Jackson Jr.,,,5,1641748,Andre Jackson Jr.,1610612749.0,Milwaukee,Bucks,MIL,5,1628398,Kyle Kuzma,1610612749.0,Milwaukee,Bucks,MIL,0,0,,,,,,0
0022400799,159,2,80,1,7:37 PM,0:05,,,MISS Porter Jr. 18' Step Back Jump Shot,,,5,1629645,Kevin Porter Jr.,1610612749.0,Milwaukee,Bucks,MIL,0,0,,,,,,0,0,,,,,,1
0022400799,160,4,0,1,7:37 PM,0:02,George REBOUND (Off:0 Def:2),,,,,4,1642273,Kyshawn George,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
0022400799,161,2,79,1,7:37 PM,0:00,MISS George 39' 3PT Pullup Jump Shot,,,,,4,1642273,Kyshawn George,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
0022400799,162,4,0,1,7:37 PM,0:00,WIZARDS Rebound,,,,,2,1610612764,,,,,,0,0,,,,,,0,0,,,,,,0
0022400799,163,13,0,1,7:37 PM,0:00,,End of 1st Period (7:37 PM EST),,19 - 32,13,0,0,,,,,,0,0,,,,,,0,0,,,,,,1
0022400799,170,12,0,2,7:39 PM,12:00,,Start of 2nd Period (7:39 PM EST),,19 - 32,13,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
0022400799,172,2,6,2,7:40 PM,11:54,,,MISS Connaughton 7' Driving Layup,,,5,1626192,Pat Connaughton,1610612749.0,Milwaukee,Bucks,MIL,0,0,,,,,,0,0,,,,,,1
0022400799,173,4,0,2,7:40 PM,11:52,Kispert REBOUND (Off:0 Def:1),,,,,4,1630557,Corey Kispert,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
0022400799,175,2,41,2,7:40 PM,11:50,MISS Holmes Running Layup,,Antetokounmpo BLOCK (1 BLK),,,4,1626158,Richaun Holmes,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,5,203507,Giannis Antetokounmpo,1610612749.0,Milwaukee,Bucks,MIL,1
0022400799,177,4,0,2,7:40 PM,11:50,WIZARDS Rebound,,,,,2,1610612764,,,,,,0,0,,,,,,0,0,,,,,,0
0022400799,179,2,1,2,7:40 PM,11:41,MISS Carrington 3PT Jump Shot,,,,,4,1642267,Bub Carrington,1610612764.0,Washington,Wizards,WAS,0,0,,,,,,0,0,,,,,,1
0022400799,180,4,0,2,7:40 PM,11:38,,,Kuzma REBOUND (Off:0 Def:2),,,5,1628398,Kyle Kuzma,1610612749.0,Milwaukee,Bucks,MIL,0,0,,,,,,0,0,,,,,,1
0022400799,181,6,1,2,7:41 PM,11:27,Kispert P.FOUL (P1.T1) (S.Foster),,,,,4,1630557,Corey Kispert,1610612764.0,Washington,Wizards,WAS,5,203507,Giannis Antetokounmpo,1610612749.0,Milwaukee,Bucks,MIL,1,0,,,,,,1
